"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2023-09-20 ~ 2024-09-19"
"실거래구분 : 아파트(매매)"
"주소구분 : 도로명주소"
"시도 : 인천광역시"
"시군구 : 부평구"
"도로명 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"904","인천광역시 부평구 부개동","501-1","0501","0001","부개주공6","84.7900","202407","05","48,000","614","20","개인","개인","1997","부개로 12","-","중개거래","인천 부평구","24.09.06"
"905","인천광역시 부평구 부평동","135-3","0135","0003","TK리즈빌","41.1400","202407","05","18,200","-","11","개인","개인","2014","장제로 103-1","-","중개거래","인천 부평구","24.09.05"
"906","인천광역시 부평구 부평동","610-17","0610","0017","해마루아파트","70.0800","202407","05","25,000","-","12","개인","개인","2009","장제로 27","-","직거래","-","24.08.06"
"907","인천광역시 부평구 청천동","377-9","0377","0009","인향","59.9570","202407","05","16,500","-","10","개인","개인","1994","청안로 8","-","중개거래","인천 서구","-"
"908","인천광역시 부평구 부개동","477-3","0477","0003","뉴서울","39.4800","202407","05","17,050","2","10","개인","개인","1989","충선로 191","-","중개거래","인천 부평구","24.07.08"
"909","인천광역시 부평구 산곡동","124-1","0124","0001","현대(124-1)","84.9900","202407","05","32,500","-","3","개인","개인","1993","안남로 260","-","중개거래","인천 부평구","-"
"910","인천광역시 부평구 청천동","199-24","0199","0024","미가로","59.9886","202407","05","31,500","102동","8","개인","개인","2006","길주로 491","-","중개거래","인천 부평구","24.09.11"
"911","인천광역시 부평구 산곡동","142-3","0142","0003","경남1차","75.2500","202407","05","28,000","-","10","개인","개인","1990","안남로222번길 27","-","중개거래","인천 부평구","-"
"912","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","84.3400","202407","05","36,200","제121","25","개인","개인","1998","세월천로 16","-","중개거래","인천 부평구","24.09.05"
"913","인천광역시 부평구 갈산동","368","0368","0000","두산","101.8200","202407","05","45,000","103","10","개인","개인","1992","갈월동로 45","-","중개거래","인천 부평구","24.09.10"
"914","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","133.7100","202407","05","51,000","제107","20","개인","개인","1998","세월천로 16","-","중개거래","인천 부평구","24.09.06"
"915","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","59.9900","202407","05","42,750","-","6","개인","개인","2005","굴포로 105","-","중개거래","인천 부평구","-"
"916","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","59.9900","202407","05","41,900","-","4","개인","개인","2005","굴포로 105","-","중개거래","인천 부평구","-"
"917","인천광역시 부평구 부개동","520","0520","0000","부평코오롱하늘채","59.8430","202407","05","51,800","-","5","개인","개인","2020","동수천로 117","-","중개거래","인천 부평구","-"
"918","인천광역시 부평구 부개동","531","0531","0000","e편한세상부평역어반루체","59.9930","202407","05","45,200","-","8","개인","개인","2022","경인로1024번길 21","-","중개거래","경기 부천시원미구, 인천 부평구","-"
"919","인천광역시 부평구 산곡동","274","0274","0000","경남2차","125.7100","202407","05","46,000","-","3","개인","개인","1991","안남로222번길 30","20240715","중개거래","인천 부평구","-"
"920","인천광역시 부평구 산곡동","519","0519","0000","쌍용더플래티넘부평","72.6900","202407","05","56,850","-","14","개인","개인","2022","원적로287번길 25","-","중개거래","인천 부평구","-"
"921","인천광역시 부평구 부평동","70-5","0070","0005","동아(1차)","76.7400","202407","05","50,000","-","10","개인","개인","1988","부평문화로 37","-","중개거래","인천 부평구","-"
"922","인천광역시 부평구 부평동","1002","1002","0000","인천부평우미린더센트럴","59.8335","202407","05","49,000","-","28","개인","개인","2023","부흥북로 89","-","중개거래","인천 부평구","-"
"923","인천광역시 부평구 십정동","607","0607","0000","동암신동아","130.8000","202407","05","43,500","111","2","개인","개인","2000","아트센터로 118","-","중개거래","인천 남동구","24.08.09"
"924","인천광역시 부평구 십정동","630","0630","0000","더샵부평센트럴시티","69.3321","202407","05","54,700","112","17","개인","개인","2022","열우물로 90","-","중개거래","인천 부평구","24.08.29"
"925","인천광역시 부평구 십정동","630","0630","0000","더샵부평센트럴시티","69.3321","202407","05","53,300","117","15","개인","개인","2022","열우물로 90","-","중개거래","인천 부평구","24.08.29"
"926","인천광역시 부평구 갈산동","171","0171","0000","부평지웰에스테이트","74.9800","202407","04","45,000","-","7","개인","개인","2021","주부토로249번길 17","-","중개거래","인천 부평구","-"
"927","인천광역시 부평구 산곡동","182","0182","0000","한양(182)","91.9850","202407","04","48,500","13","5","개인","개인","1985","마장로 287","-","중개거래","인천 부평구","24.08.29"
"928","인천광역시 부평구 산곡동","222","0222","0000","한신휴","84.9790","202407","04","37,500","-","21","개인","개인","2003","마장로220번길 13","-","중개거래","인천 부평구","-"
"929","인천광역시 부평구 산곡동","155-1","0155","0001","한양(155-1)","84.6650","202407","04","27,500","-","13","개인","개인","1992","안남로 231","-","중개거래","인천 부평구","-"
"930","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","59.8050","202407","04","33,000","-","18","개인","개인","1998","안남로 272","-","중개거래","인천 부평구","-"
"931","인천광역시 부평구 십정동","186-7","0186","0007","한국","60.0000","202407","04","21,000","101","14","개인","개인","1998","이규보로95번길 24","-","중개거래","인천 남동구, 인천 부평구","24.09.04"
"932","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","59.9900","202407","04","40,250","-","10","개인","개인","2005","굴포로 105","-","중개거래","인천 부평구","-"
"933","인천광역시 부평구 삼산동","205","0205","0000","정광","43.7100","202407","04","14,000","가","4","개인","법인","1989","후정동로 17","-","중개거래","인천 부평구","24.09.03"
"934","인천광역시 부평구 삼산동","393-4","0393","0004","삼산주공미래타운5차","84.3400","202407","04","42,500","508","5","개인","개인","2000","영성중로 16","-","중개거래","인천 부평구","24.09.09"
"935","인천광역시 부평구 부개동","498-5","0498","0005","부개주공3","49.9600","202407","04","24,500","307","19","개인","개인","1996","길주남로 144","-","중개거래","인천 부평구","24.09.06"
"936","인천광역시 부평구 삼산동","56-3","0056","0003","삼보","62.5000","202407","03","16,800","1","5","개인","개인","1990","후정동로47번길 4","-","중개거래","인천 부평구","24.07.15"
"937","인천광역시 부평구 갈산동","374","0374","0000","아주","84.7500","202407","03","37,000","-","10","개인","개인","1992","갈월서로 26","-","중개거래","인천 부평구","-"
"938","인천광역시 부평구 삼산동","359-2","0359","0002","광명13차","47.2600","202407","03","9,800","1","5","개인","개인","1990","후정동로 68","-","중개거래","인천 부평구","24.07.10"
"939","인천광역시 부평구 삼산동","445-5","0445","0005","삼산타운2단지","84.9800","202407","03","54,500","221","15","개인","개인","2005","수변로 333","-","중개거래","인천 부평구","24.08.30"
"940","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","59.8050","202407","03","33,000","-","14","개인","개인","1998","안남로 272","-","중개거래","인천 부평구","-"
"941","인천광역시 부평구 삼산동","454-13","0454","0013","삼산타운6단지","84.9600","202407","03","69,500","-","8","개인","개인","2004","체육관로 57","-","중개거래","인천 부평구","-"
"942","인천광역시 부평구 삼산동","550","0550","0000","부평삼산신원아침도시","74.9655","202407","03","50,000","-","22","개인","개인","2023","후정로 33","-","직거래","-","-"
"943","인천광역시 부평구 부평동","64-20","0064","0020","대림1차","84.9980","202407","03","35,300","-","12","개인","개인","1989","부영로 196","-","중개거래","인천 부평구","-"
"944","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","59.9900","202407","03","40,600","-","2","개인","개인","2005","굴포로 105","-","중개거래","인천 부평구","-"
"945","인천광역시 부평구 구산동","360","0360","0000","부평자이","84.7461","202407","03","42,500","-","4","개인","개인","2006","일신로 120","-","중개거래","인천 부평구","-"
"946","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","59.8050","202407","03","33,000","-","23","개인","개인","1998","안남로 272","-","중개거래","인천 부평구","-"
"947","인천광역시 부평구 산곡동","251-2","0251","0002","우성5차","59.5400","202407","03","21,500","-","13","개인","개인","1996","부흥로111번길 36","-","중개거래","인천 부평구","-"
"948","인천광역시 부평구 산곡동","142-3","0142","0003","경남1차","84.4300","202407","03","33,900","-","13","개인","개인","1990","안남로222번길 27","-","중개거래","인천 부평구","-"
"949","인천광역시 부평구 십정동","607","0607","0000","동암신동아","59.8000","202407","03","26,000","-","12","개인","개인","2000","아트센터로 118","-","중개거래","인천 부평구","-"
"950","인천광역시 부평구 십정동","607","0607","0000","동암신동아","59.8000","202407","03","24,400","-","5","개인","개인","2000","아트센터로 118","-","중개거래","인천 부평구","-"
"951","인천광역시 부평구 십정동","630","0630","0000","더샵부평센트럴시티","69.2824","202407","03","53,800","109","17","개인","개인","2022","열우물로 90","-","중개거래","인천 부평구","24.09.06"
"952","인천광역시 부평구 십정동","608-4","0608","0004","십정뜨란채1단지","84.4600","202407","03","33,000","103","8","개인","개인","2005","이규보로 79","-","중개거래","인천 부평구","24.08.16"
"953","인천광역시 부평구 부개동","497-1","0497","0001","상우신명보람","111.4100","202407","03","59,000","-","6","개인","개인","1998","길주남로 175","-","중개거래","인천 부평구","-"
"954","인천광역시 부평구 십정동","390-16","0390","0016","수정","55.8900","202407","02","13,000","-","3","개인","개인","1985","하정로 21","-","중개거래","서울 강동구","-"
"955","인천광역시 부평구 십정동","630","0630","0000","더샵부평센트럴시티","84.5552","202407","02","55,000","-","21","개인","개인","2022","열우물로 90","-","중개거래","인천 남동구","-"
"956","인천광역시 부평구 십정동","630","0630","0000","더샵부평센트럴시티","84.5552","202407","02","55,000","-","21","개인","개인","2022","열우물로 90","20240830","중개거래","인천 부평구","-"
"957","인천광역시 부평구 십정동","406-3","0406","0003","동암비버리씨티","12.0023","202407","02","4,500","-","6","개인","개인","2014","열우물로25번길 14-3","-","중개거래","인천 부평구","24.07.29"
"958","인천광역시 부평구 십정동","609","0609","0000","부평금호어울림","84.7900","202407","02","39,100","104","11","개인","법인","2008","경원대로1110번길 20","-","중개거래","인천 부평구","24.08.12"
